Date,Day,Month,Year,Is_Trading_Day,Market_Open,Market_Close,Status,Description
11/21/2025,Friday,November,2025,TRUE,9:15:00,15:30:00,TRADING,
11/22/2025,Saturday,November,2025,2025,FALSE,CLOSED,CLOSED,Weekend
11/23/2025,Sunday,November,2025,2025,FALSE,CLOSED,CLOSED,Weekend
11/24/2025,Monday,November,2025,TRUE,9:15:00,15:30:00,TRADING,
11/25/2025,Tuesday,November,2025,TRUE,9:15:00,15:30:00,TRADING,
11/26/2025,Wednesday,November,2025,TRUE,9:15:00,15:30:00,TRADING,
11/27/2025,Thursday,November,2025,TRUE,9:15:00,15:30:00,TRADING,
11/28/2025,Friday,November,2025,TRUE,9:15:00,15:30:00,TRADING,
11/29/2025,Saturday,November,2025,2025,FALSE,CLOSED,CLOSED,Weekend
11/30/2025,Sunday,November,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/1/2025,Monday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/2/2025,Tuesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/3/2025,Wednesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/4/2025,Thursday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/5/2025,Friday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/6/2025,Saturday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/7/2025,Sunday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/8/2025,Monday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/9/2025,Tuesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/10/2025,Wednesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/11/2025,Thursday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/12/2025,Friday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/13/2025,Saturday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/14/2025,Sunday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/15/2025,Monday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/16/2025,Tuesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/17/2025,Wednesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/18/2025,Thursday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/19/2025,Friday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/20/2025,Saturday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/21/2025,Sunday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/22/2025,Monday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/23/2025,Tuesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/24/2025,Wednesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/25/2025,Thursday,December,2025,FALSE,CLOSED,CLOSED,CLOSED,Christmas
12/26/2025,Friday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/27/2025,Saturday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/28/2025,Sunday,December,2025,2025,FALSE,CLOSED,CLOSED,Weekend
12/29/2025,Monday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/30/2025,Tuesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
12/31/2025,Wednesday,December,2025,TRUE,9:15:00,15:30:00,TRADING,
